method,dim,nlive,niter,ncall,logz,logzerr,h

mcmc,2,1000,7927,70847,-5.576469859455909,0.0672971470388557,4.528905999569373
slice,2,1000,7852,269809,-5.501640458730143,0.0670595908178675,4.496988720659829
slice,2,1000,12002,860485,-5.381998110366828,0.0661301239896856,4.3731932988912
